SchoolYear,DistrictCode,SchoolCode,DistrictName,DistrictType,SchoolName,SchoolType,Street1,Street2,City,State,Zip,County,LowestGrade,HighestGrade,EducationLevel,HasEC,HasPK,HasKN,HasElementaryGrade,HasMiddleGrade,HasHighGrade,IsUngraded,Geocoded Location
2015,88,587,MOT Charter School,Charter,MOT Charter School,PUBLIC,1156 Levels Road,--,Middletown,DE,19709,New Castle,KG,09,,0,0,1,1,1,1,0,"1156 Levels Road
Middletown, DE 19709
(39.423161, -75.741066)"
2012,24,682,Smyrna School District,Regular,Smyrna Elementary School,PUBLIC,121 South School Lane,--,Smyrna,DE,199771399,Kent,PK,04,Elementary,0,1,1,1,0,0,0,"121 South School Lane
Smyrna, DE 199771399
(39.296241, -75.607759)"
2016,33,310,Christina School District,Regular,Brookside Elementary School,PUBLIC,800 Marrows Road,--,Newark,DE,197131511,New Castle,PK,05,Elementary,0,1,1,1,0,0,0,"800 Marrows Road
Newark, DE 197131511
(39.668127, -75.727326)"
2015,13,636,Capital School District,Regular,Booker T. Washington Elementary School,PUBLIC,901 Forest Street,--,Dover,DE,199043497,Kent,PR,04,Elementary,1,1,1,1,0,0,0,"901 Forest Street
Dover, DE 199043497
(39.15901, -75.540385)"
2013,33,354,Christina School District,Regular,Pyle (Sarah) Academy,PUBLIC,501 North Lombard Street,--,Wilmington,DE,198014499,New Castle,09,12,High,0,0,0,0,0,1,0,"501 North Lombard Street
Wilmington, DE 198014499
(39.739232, -75.545585)"
2014,10,630,Caesar Rodney School District,Regular,Charlton (John S.) School,PUBLIC,278 Sorghum Mill Road,--,Camden-Wyoming,DE,19901,Kent,PK,12,High,0,1,1,1,1,1,0,"278 Sorghum Mill Road
Camden-Wyoming, DE 19901
(39.103432, -75.511277)"
2013,33,327,Christina School District,Regular,Oberle (William) Elementary School,PUBLIC,500 South Caledonia Way,--,Bear,DE,19701,New Castle,KG,05,Elementary,0,0,1,1,0,0,0,"500 South Caledonia Way
Bear, DE 19701
(39.614699, -75.692641)"
2015,32,280,Red Clay Consolidated School District,Regular,Skyline Middle School,PUBLIC,2900 Skyline Drive,--,Wilmington,DE,198082800,New Castle,06,08,Middle,0,0,0,0,1,0,0,"2900 Skyline Drive
Wilmington, DE 198082800
(39.725254, -75.686025)"
2015,10,610,Caesar Rodney School District,Regular,Allen Frear Elementary School,PUBLIC,238 Sorghum Mill Road,--,Camden,DE,19934,Kent,01,05,Elementary,0,0,0,1,0,0,0,"238 Sorghum Mill Road
Camden, DE 19934
(39.102626, -75.512466)"
2014,32,282,Red Clay Consolidated School District,Regular,Stanton Middle School,PUBLIC,1800 Limestone Road,--,Wilmington,DE,198044196,New Castle,06,08,Middle,0,0,0,0,1,0,0,"1800 Limestone Road
Wilmington, DE 198044196
(39.715375, -75.650711)"
2016,32,256,Red Clay Consolidated School District,Regular,Marbrook Elementary School,PUBLIC,2101 Centerville Road,--,Wilmington,DE,198084799,New Castle,KG,05,Elementary,0,0,1,1,0,0,0,"2101 Centerville Road
Wilmington, DE 198084799
(39.742162, -75.62354)"
2015,33,320,Christina School District,Regular,Gallaher (Robert S.) Elementary School,PUBLIC,800 North Brownleaf Road,--,Newark,DE,197133300,New Castle,KG,05,Elementary,0,0,1,1,0,0,0,"800 North Brownleaf Road
Newark, DE 197133300
(39.680388, -75.677996)"
2016,32,254,Red Clay Consolidated School District,Regular,Richardson Park Elementary School,PUBLIC,16 Idella Avenue,--,Wilmington,DE,19804,New Castle,KG,05,Elementary,0,0,1,1,0,0,0,"16 Idella Avenue
Wilmington, DE 19804
(39.724089, -75.591614)"
2016,32,250,Red Clay Consolidated School District,Regular,Linden Hill Elementary School,PUBLIC,3415 Skyline Drive,--,Wilmington,DE,198081701,New Castle,KG,05,Elementary,0,0,1,1,0,0,0,"3415 Skyline Drive
Wilmington, DE 198081701
(39.734367, -75.694317)"
2016,10,616,Caesar Rodney School District,Regular,Nellie Hughes Stokes Elementary School,PUBLIC,3874 Upper King Road,--,Dover,DE,19904,Kent,01,05,Elementary,0,0,0,1,0,0,0,"3874 Upper King Road
Dover, DE 19904
(39.101939, -75.553832)"
2016,16,753,Laurel School District,Regular,Dunbar (Paul Laurence) Elementary School,PUBLIC,499 West Sixth Street,--,Laurel,DE,199561363,Sussex,PK,01,Elementary,0,1,1,1,0,0,0,"499 West Sixth Street
Laurel, DE 199561363
(38.557111, -75.581982)"
2015,36,749,Indian River School District,Regular,Southern Delaware School of the Arts,PUBLIC,27 Hosier Street,--,Selbyville,DE,19975,Sussex,01,08,Middle,0,0,0,1,1,0,0,"27 Hosier Street
Selbyville, DE 19975
(38.461091, -75.224065)"
2015,10,626,Caesar Rodney School District,Regular,Caesar Rodney High School,PUBLIC,239 Old North Road,--,Camden,DE,199341248,Kent,09,12,High,0,0,0,0,0,1,0,"239 Old North Road
Camden, DE 199341248
(39.117836, -75.542046)"
2014,29,22,Appoquinimink School District,Regular,Cedar Lane Early Childhood Center,PUBLIC,1221 Cedar Lane Road,--,Middletown,DE,19709,New Castle,PK,KG,,0,1,1,0,0,0,0,"1221 Cedar Lane Road
Middletown, DE 19709
(39.50322, -75.684795)"
2012,24,685,Smyrna School District,Regular,Smyrna Middle School,PUBLIC,700 Duck Creek Parkway,--,Smyrna,DE,199771091,Kent,06,08,Middle,0,0,0,0,1,0,0,"700 Duck Creek Parkway
Smyrna, DE 199771091
(39.303572, -75.624913)"
2016,82,581,Kuumba Academy Charter School,Charter,Kuumba Academy Charter School,PUBLIC,1200 North French Street,--,Wilmington,DE,19801,New Castle,KG,06,Middle,0,0,1,1,1,0,0,"1200 North French Street
Wilmington, DE 19801
(39.747161, -75.544451)"
2014,16,756,Laurel School District,Regular,Laurel Senior High School,PUBLIC,1133 South Central Avenue,--,Laurel,DE,199561491,Sussex,09,12,High,0,0,0,0,0,1,0,"1133 South Central Avenue
Laurel, DE 199561491
(38.547215, -75.569425)"
2013,88,587,MOT Charter School,Charter,MOT Charter School,PUBLIC,1156 Levels Road,--,Middletown,DE,19709,New Castle,KG,08,Middle,0,0,1,1,1,0,0,"1156 Levels Road
Middletown, DE 19709
(39.423161, -75.741066)"
2016,37,733,Delmar School District,Regular,Delmar Middle School,PUBLIC,200 North Eighth Street,--,Delmar,DE,199401399,Sussex,05,08,Middle,0,0,0,1,1,0,0,"200 North Eighth Street
Delmar, DE 199401399
(38.45782, -75.568311)"
2016,32,530,Red Clay Consolidated School District,Regular,First State School,PUBLIC,501 West 14th Street,--,Wilmington,DE,19899,New Castle,KG,12,High,0,0,1,1,1,1,0,"501 West 14th Street
Wilmington, DE 19899
(39.750572, -75.548955)"
2015,9605,4045,Academia Antonia Alonso,Charter,Academia Antonia Alonso,PUBLIC,1200 North French Street,--,Wilmington,DE,19801,New Castle,KG,01,Elementary,0,0,1,1,0,0,0,"1200 North French Street
Wilmington, DE 19801
(39.747161, -75.544451)"
2013,32,248,Red Clay Consolidated School District,Regular,Shortlidge (Evan G.) Academy,PUBLIC,100 West 18th Street,--,Wilmington,DE,198024836,New Castle,KG,05,Elementary,0,0,1,1,0,0,0,"100 West 18th Street
Wilmington, DE 198024836
(39.752418, -75.544595)"
2014,13,642,Capital School District,Regular,Towne Point Elementary School,PUBLIC,629 Buckson Drive,--,Dover,DE,199012599,Kent,KG,04,Elementary,0,0,1,1,0,0,0,"629 Buckson Drive
Dover, DE 199012599
(39.176529, -75.521163)"
2012,18,678,Milford School District,Regular,Milford Senior High School,PUBLIC,1019 North Walnut Street,--,Milford,DE,199631298,Kent,08,12,High,0,0,0,0,1,1,0,"1019 North Walnut Street
Milford, DE 199631298
(38.929683, -75.429383)"
2012,18,668,Milford School District,Regular,Banneker (Benjamin) Elementary School,PUBLIC,449 North Street,--,Milford,DE,199631199,Kent,01,05,Elementary,0,0,0,1,0,0,0,"449 North Street
Milford, DE 199631199
(38.919454, -75.432178)"
2014,31,170,Brandywine School District,Regular,duPont (Pierre S.) Middle School,PUBLIC,701 West 34th Street,--,Wilmington,DE,198022699,New Castle,06,08,Middle,0,0,0,0,1,0,0,"701 West 34th Street
Wilmington, DE 198022699
(39.763439, -75.533784)"
2014,13,635,Capital School District,Regular,North Dover Elementary School,PUBLIC,855 College Road,--,Dover,DE,199042234,Kent,KG,04,Elementary,0,0,1,1,0,0,0,"855 College Road
Dover, DE 199042234
(39.183602, -75.544248)"
2016,17,712,Cape Henlopen School District,Regular,Shields (Richard A.) Elementary School,PUBLIC,910 Shields Avenue,--,Lewes,DE,199581597,Sussex,PR,05,Elementary,1,1,1,1,0,0,0,"910 Shields Avenue
Lewes, DE 199581597
(38.767868, -75.14724)"
2014,36,692,Indian River School District,Regular,North Georgetown Elementary School,PUBLIC,664 North Bedford Street,--,Georgetown,DE,199472162,Sussex,PK,05,Elementary,0,1,1,1,0,0,0,"664 North Bedford Street
Georgetown, DE 199472162
(38.704122, -75.40084)"
2015,29,22,Appoquinimink School District,Regular,Cedar Lane Early Childhood Center,PUBLIC,1221 Cedar Lane Road,--,Middletown,DE,19709,New Castle,PK,KG,,0,1,1,0,0,0,0,"1221 Cedar Lane Road
Middletown, DE 19709
(39.50322, -75.684795)"
2013,38,26,New Castle County Vocational-Technical School,Regular,Howard High School of Technology,PUBLIC,401 East 12th Street,--,Wilmington,DE,198013400,New Castle,08,12,High,0,0,0,0,1,1,0,"401 East 12th Street
Wilmington, DE 198013400
(39.745691, -75.542604)"
2014,33,320,Christina School District,Regular,Gallaher (Robert S.) Elementary School,PUBLIC,800 North Brownleaf Road,--,Newark,DE,197133300,New Castle,KG,05,Elementary,0,0,1,1,0,0,0,"800 North Brownleaf Road
Newark, DE 197133300
(39.680388, -75.677996)"
2012,17,728,Cape Henlopen School District,Regular,Sussex Consortium,PUBLIC,520 duPont Avenue,--,Lewes,DE,199581239,Sussex,PK,12,High,0,1,1,1,1,1,0,"520 duPont Avenue
Lewes, DE 199581239
(38.772664, -75.147812)"
2015,36,736,Indian River School District,Regular,Lord Baltimore Elementary School,PUBLIC,120 Atlantic Avenue,--,Ocean View,DE,199700021,Sussex,PR,05,Elementary,1,1,1,1,0,0,0,"120 Atlantic Avenue
Ocean View, DE 199700021
(38.545358, -75.098198)"
2013,36,750,Indian River School District,Regular,Ennis (Howard T.) School,PUBLIC,20346 Ennis Road,--,Georgetown,DE,199479666,Sussex,PK,12,High,0,1,1,1,1,1,0,"20346 Ennis Road
Georgetown, DE 199479666
(38.693036, -75.409402)"
2015,34,410,Colonial School District,Regular,Downie (Carrie) Elementary School,PUBLIC,1201 Delaware Street,--,New Castle,DE,197206098,New Castle,KG,05,Elementary,0,0,1,1,0,0,0,"1201 Delaware Street
New Castle, DE 197206098
(39.664081, -75.577139)"
2016,74,573,Campus Community Charter School,Charter,Campus Community School,PUBLIC,350 Pear Street,--,Dover,DE,19904,Kent,KG,08,Middle,0,0,1,1,1,0,0,"350 Pear Street
Dover, DE 19904
(39.165233, -75.536389)"
2016,67,566,Prestige Academy,Charter,Prestige Academy,PUBLIC,1121 Thatcher Street,--,Wilmington,DE,19802,New Castle,05,08,Middle,0,0,0,1,1,0,0,"1121 Thatcher Street
Wilmington, DE 19802
(39.74251, -75.535715)"
2016,17,721,Cape Henlopen School District,Regular,Milton Elementary School,PUBLIC,512 Federal Street,--,Milton,DE,19968,Sussex,PK,05,Elementary,0,1,1,1,0,0,0,"512 Federal Street
Milton, DE 19968
(38.77293, -75.313232)"
2013,29,21,Appoquinimink School District,Regular,Brick Mill Elementary School,PUBLIC,378 Brick Mill Road,--,Middletown,DE,19709,New Castle,01,05,Elementary,0,0,0,1,0,0,0,"378 Brick Mill Road
Middletown, DE 19709
(39.458546, -75.687767)"
2016,31,178,Brandywine School District,Regular,Springer Middle School,PUBLIC,2220 Shipley Road,--,Wilmington,DE,198032398,New Castle,06,08,Middle,0,0,0,0,1,0,0,"2220 Shipley Road
Wilmington, DE 198032398
(39.805359, -75.535141)"
2016,34,470,Colonial School District,Regular,Bedford (Gunning) Middle School,PUBLIC,801 Cox Neck Road,--,New Castle,DE,197205705,New Castle,06,08,Middle,0,0,0,0,1,0,0,"801 Cox Neck Road
New Castle, DE 197205705
(39.561943, -75.630752)"
2013,33,537,Christina School District,Regular,Douglass School,PUBLIC,1800 Prospect Road,--,Wilmington,DE,198054120,New Castle,KG,12,High,0,0,1,1,1,1,0,"1800 Prospect Road
Wilmington, DE 198054120
(39.738841, -75.580538)"
2013,17,721,Cape Henlopen School District,Regular,Milton Elementary School,PUBLIC,512 Federal Street,--,Milton,DE,19968,Sussex,PK,05,Elementary,0,1,1,1,0,0,0,"512 Federal Street
Milton, DE 19968
(38.77293, -75.313232)"
2013,13,632,Capital School District,Regular,East Dover Elementary School,PUBLIC,852 South Little Creek Road,--,Dover,DE,199014797,Kent,PR,04,Elementary,1,1,1,1,0,0,0,"852 South Little Creek Road
Dover, DE 199014797
(39.157118, -75.503875)"
2013,31,124,Brandywine School District,Regular,Forwood Elementary School,PUBLIC,1900 Westminster Drive,--,Wilmington,DE,198103998,New Castle,KG,05,Elementary,0,0,1,1,0,0,0,"1900 Westminster Drive
Wilmington, DE 198103998
(39.807976, -75.503856)"
2012,23,759,Seaford School District,Regular,Seaford Central Elementary School,PUBLIC,1 Delaware Place,--,Seaford,DE,199731434,Sussex,PK,05,Elementary,0,1,1,1,0,0,0,"1 Delaware Place
Seaford, DE 199731434
(38.650654, -75.616338)"
2014,31,130,Brandywine School District,Regular,Lombardy Elementary School,PUBLIC,412 Foulk Road,--,Wilmington,DE,198033880,New Castle,KG,05,Elementary,0,0,1,1,0,0,0,"412 Foulk Road
Wilmington, DE 198033880
(39.785791, -75.5365)"
2012,10,625,Caesar Rodney School District,Regular,Fifer (Fred) Middle School,PUBLIC,109 East Camden-Wyoming Avenue,--,Camden,DE,199341250,Kent,06,08,Middle,0,0,0,0,1,0,0,"109 East Camden-Wyoming Avenue
Camden, DE 199341250
(39.115734, -75.552113)"
2016,13,644,Capital School District,Regular,Central Middle School,PUBLIC,211 Delaware Avenue,--,Dover,DE,199013895,Kent,07,08,Middle,0,0,0,0,1,0,0,"211 Delaware Avenue
Dover, DE 199013895
(39.163849, -75.521962)"
2015,72,571,East Side Charter School,Charter,East Side Charter School,PUBLIC,3000 North Claymont Street,--,Wilmington,DE,19802,New Castle,PK,08,Middle,0,1,1,1,1,0,0,"3000 North Claymont Street
Wilmington, DE 19802
(39.752213, -75.523061)"
2014,36,750,Indian River School District,Regular,Ennis (Howard T.) School,PUBLIC,20346 Ennis Road,--,Georgetown,DE,199479666,Sussex,PK,12,High,0,1,1,1,1,1,0,"20346 Ennis Road
Georgetown, DE 199479666
(38.693036, -75.409402)"
2013,34,522,Colonial School District,Regular,New Castle School (Colonial ILC),PUBLIC,903 Delaware Street,--,New Castle,DE,197206097,New Castle,PK,12,High,0,1,1,1,1,1,0,"903 Delaware Street
New Castle, DE 197206097
(39.663662, -75.570848)"
2013,32,286,Red Clay Consolidated School District,Regular,Calloway (Cab) School of the Arts,PUBLIC,100 North duPont Road,--,Wilmington,DE,198073199,New Castle,06,12,High,0,0,0,0,1,1,0,"100 North duPont Road
Wilmington, DE 198073199
(39.741248, -75.589405)"
2014,32,530,Red Clay Consolidated School District,Regular,First State School,PUBLIC,501 West 14th Street,--,Wilmington,DE,19899,New Castle,KG,12,High,0,0,1,1,1,1,0,"501 West 14th Street
Wilmington, DE 19899
(39.750572, -75.548955)"
2014,31,128,Brandywine School District,Regular,Lancashire Elementary School,PUBLIC,2000 Naamans Road,--,Wilmington,DE,198102697,New Castle,KG,05,Elementary,0,0,1,1,0,0,0,"2000 Naamans Road
Wilmington, DE 198102697
(39.823623, -75.4932)"
2014,31,110,Brandywine School District,Regular,Hanby Elementary School,PUBLIC,2523 Berwyn Road,--,Wilmington,DE,19810,New Castle,KG,05,Elementary,0,0,1,1,0,0,0,"2523 Berwyn Road
Wilmington, DE 19810
(39.819379, -75.526453)"
2013,80,579,Family Foundations Academy,Charter,Family Foundations Academy,PUBLIC,1101 Delaware Street,--,New Castle,DE,19720,New Castle,KG,07,Middle,0,0,1,1,1,0,0,"1101 Delaware Street
New Castle, DE 19720
(39.663942, -75.574668)"
2015,33,356,Christina School District,Regular,Elbert-Palmer Elementary School,PUBLIC,1210 Lobdell Street,--,Wilmington,DE,198015404,New Castle,PK,05,Elementary,0,1,1,1,0,0,0,"1210 Lobdell Street
Wilmington, DE 198015404
(39.730971, -75.541699)"
2014,31,151,Brandywine School District,Regular,Claymont Elementary School,PUBLIC,3401 Green Street,--,Claymont,DE,19703,New Castle,KG,05,Elementary,0,0,1,1,0,0,0,"3401 Green Street
Claymont, DE 19703
(39.802222, -75.464656)"
2015,33,314,Christina School District,Regular,Jones (Albert H.) Elementary School,PUBLIC,35 West Main Street,--,Newark,DE,197021599,New Castle,KG,05,Elementary,0,0,1,1,0,0,0,"35 West Main Street
Newark, DE 197021599
(39.666654, -75.663253)"
2016,97,982,Dept. of Svs. for Children Youth & Their Families,Service,Lewes Day Treatment Center (6-14),SERVICE,224 Coastal Highway,--,Lewes,DE,19958,New Castle,PR,12,High,1,1,1,1,1,1,0,"224 Coastal Highway
Lewes, DE 19958
(38.615214, -75.065029)"
2014,38,44,New Castle County Vocational-Technical School,Regular,St. Georges Technical High School,PUBLIC,555 Hyetts Corner Rd.,--,Middletown,DE,19709,New Castle,09,12,High,0,0,0,0,0,1,0,"555 Hyetts Corner Rd.
Middletown, DE 19709
(39.524974, -75.664398)"
2012,18,673,Milford School District,Regular,Mispillion Elementary,PUBLIC,311 Lovers Lane,--,Milford,DE,199632699,Kent,01,05,Elementary,0,0,0,1,0,0,0,"311 Lovers Lane
Milford, DE 199632699
(38.906958, -75.416595)"
2013,29,22,Appoquinimink School District,Regular,Cedar Lane Early Childhood Center,PUBLIC,1221 Cedar Lane Road,--,Middletown,DE,19709,New Castle,PK,KG,,0,1,1,0,0,0,0,"1221 Cedar Lane Road
Middletown, DE 19709
(39.50322, -75.684795)"
2016,13,642,Capital School District,Regular,Towne Point Elementary School,PUBLIC,629 Buckson Drive,--,Dover,DE,199012599,Kent,KG,04,Elementary,0,0,1,1,0,0,0,"629 Buckson Drive
Dover, DE 199012599
(39.176529, -75.521163)"
2014,15,665,Lake Forest School District,Regular,Lake Forest High School,PUBLIC,5407 Killens Pond Road,--,Felton,DE,199439259,Kent,08,12,High,0,0,0,0,1,1,0,"5407 Killens Pond Road
Felton, DE 199439259
(38.989334, -75.551903)"
2015,69,568,Las Americas Aspira Academy,Charter,Las Americas ASPIRA Academy,PUBLIC,326 Ruthar Drive,--,Newark,DE,19711,New Castle,KG,07,Middle,0,0,1,1,1,0,0,"326 Ruthar Drive
Newark, DE 19711
(39.688545, -75.70258)"
2013,15,662,Lake Forest School District,Regular,Lake Forest South Elementary School,PUBLIC,301 Dorman Street,--,Harrington,DE,199521099,Kent,KG,04,Elementary,0,0,1,1,0,0,0,"301 Dorman Street
Harrington, DE 199521099
(38.929884, -75.58176)"
2014,33,334,Christina School District,Regular,Wilson (Etta J.) Elementary School,PUBLIC,14 Forge Road,--,Newark,DE,197117699,New Castle,KG,05,Elementary,0,0,1,1,0,0,0,"14 Forge Road
Newark, DE 197117699
(39.714739, -75.707893)"
2013,69,568,Las Americas Aspira Academy,Charter,Las Americas ASPIRA Academy,PUBLIC,326 Ruthar Drive,--,Newark,DE,19711,New Castle,KG,07,Middle,0,0,1,1,1,0,0,"326 Ruthar Drive
Newark, DE 19711
(39.688545, -75.70258)"
2012,29,21,Appoquinimink School District,Regular,Brick Mill Elementary School,PUBLIC,378 Brick Mill Road,--,Middletown,DE,19709,New Castle,01,05,Elementary,0,0,0,1,0,0,0,"378 Brick Mill Road
Middletown, DE 19709
(39.458546, -75.687767)"
2016,24,688,Smyrna School District,Regular,Smyrna High School,PUBLIC,500 Duck Creek Parkway,--,Smyrna,DE,199771091,Kent,09,12,High,0,0,0,0,0,1,0,"500 Duck Creek Parkway
Smyrna, DE 199771091
(39.301041, -75.628273)"
2013,31,196,Brandywine School District,Regular,Mount Pleasant High School,PUBLIC,5201 Washington Street Extension,--,Wilmington,DE,198092198,New Castle,09,12,High,0,0,0,0,0,1,0,"5201 Washington Street Extension
Wilmington, DE 198092198
(39.771467, -75.505041)"
2014,33,352,Christina School District,Regular,Bayard Middle School,PUBLIC,200 South duPont Street,--,Wilmington,DE,198053975,New Castle,06,08,Middle,0,0,0,0,1,0,0,"200 South duPont Street
Wilmington, DE 198053975
(39.74357, -75.57229)"
2013,97,984,Dept. of Svs. for Children Youth & Their Fami,Service,Terry Childrens Psychiatric Center,SERVICE,10 Central Avenue,--,New Castle,DE,197201190,New Castle,PK,12,High,0,1,1,1,1,1,0,"10 Central Avenue
New Castle, DE 197201190
(39.701249, -75.573452)"
2016,23,766,Seaford School District,Regular,Seaford Senior High School,PUBLIC,399 North Market Street,--,Seaford,DE,199732611,Sussex,08,12,High,0,0,0,0,1,1,0,"399 North Market Street
Seaford, DE 199732611
(38.646537, -75.612663)"
2013,32,203,Red Clay Consolidated School District,Regular,Red Clay Alternative Program,PUBLIC,1502 Spruce Avenue ,--,Wilmington,DE,19805,New Castle,KG,08,Middle,0,0,1,1,1,0,0,"1502 Spruce Avenue
Wilmington, DE 19805
(39.743656, -75.60065)"
2016,31,128,Brandywine School District,Regular,Lancashire Elementary School,PUBLIC,2000 Naamans Road,--,Wilmington,DE,198102697,New Castle,KG,05,Elementary,0,0,1,1,0,0,0,"2000 Naamans Road
Wilmington, DE 198102697
(39.823623, -75.4932)"
2014,32,526,Red Clay Consolidated School District,Regular,Richardson Park Learning Center,PUBLIC,99 Middleboro Road,--,Wilmington,DE,198041600,New Castle,PK,05,Elementary,0,1,1,1,0,0,0,"99 Middleboro Road
Wilmington, DE 198041600
(39.72246, -75.590147)"
2015,17,710,Cape Henlopen School District,Regular,H. O. Brittingham Elementary School,PUBLIC,400 Mulberry Street,--,Milton,DE,199681628,Sussex,PK,05,Elementary,0,1,1,1,0,0,0,"400 Mulberry Street
Milton, DE 199681628
(38.781133, -75.31516)"
2015,34,432,Colonial School District,Regular,New Castle Elementary School,PUBLIC,903 Delaware Street,--,New Castle,DE,197206097,New Castle,KG,05,Elementary,0,0,1,1,0,0,0,"903 Delaware Street
New Castle, DE 197206097
(39.663662, -75.570848)"
2013,10,625,Caesar Rodney School District,Regular,Fifer (Fred) Middle School,PUBLIC,109 East Camden-Wyoming Avenue,--,Camden,DE,199341250,Kent,06,08,Middle,0,0,0,0,1,0,0,"109 East Camden-Wyoming Avenue
Camden, DE 199341250
(39.115734, -75.552113)"
2016,24,686,Smyrna School District,Regular,Moore (John Bassett) School,PUBLIC,20 West Frazier Street,--,Smyrna,DE,199771497,Kent,05,06,Middle,0,0,0,1,1,0,0,"20 West Frazier Street
Smyrna, DE 199771497
(39.297972, -75.604694)"
2013,33,362,Christina School District,Regular,Stubbs (Frederick Douglass) Elementary School,PUBLIC,1100 North Pine Street,--,Wilmington,DE,198014099,New Castle,KG,05,Elementary,0,0,1,1,0,0,0,"1100 North Pine Street
Wilmington, DE 198014099
(39.744125, -75.540861)"
2012,10,610,Caesar Rodney School District,Regular,Frear (Allen) Elementary School,PUBLIC,950 Center Road,--,Dover,DE,19901,Kent,01,05,Elementary,0,0,0,1,0,0,0,"950 Center Road
Dover, DE 19901
(39.115677, -75.485024)"
2014,83,582,Pencader Business and Finance Charter High Sc,Charter,Pencader Business and Finance Charter High School,PUBLIC,170 Lukens Drive,--,New Castle,DE,19720,New Castle,09,12,High,0,0,0,0,0,1,0,"170 Lukens Drive
New Castle, DE 19720
(39.678893, -75.547238)"
2014,13,634,Capital School District,Regular,South Dover Elementary School,PUBLIC,955 South State Street,--,Dover,DE,199014177,Kent,PR,04,Elementary,1,1,1,1,0,0,0,"955 South State Street
Dover, DE 199014177
(39.148579, -75.522424)"
2013,34,427,Colonial School District,Regular,Southern Elementary School,PUBLIC,795 Cox Neck Road,--,New Castle,DE,197205704,New Castle,PK,05,Elementary,0,1,1,1,0,0,0,"795 Cox Neck Road
New Castle, DE 197205704
(39.562021, -75.628267)"
2014,33,314,Christina School District,Regular,Jones (Albert H.) Elementary School,PUBLIC,35 West Main Street,--,Newark,DE,197021599,New Castle,KG,05,Elementary,0,0,1,1,0,0,0,"35 West Main Street
Newark, DE 197021599
(39.666654, -75.663253)"
2014,86,585,Odyssey Charter School,Charter,Odyssey Charter School,PUBLIC,201 Bayard Ave,--,Wilmington,DE,198051512,New Castle,KG,06,Middle,0,0,1,1,1,0,0,"201 Bayard Ave
Wilmington, DE 198051512
(39.748546, -75.576352)"
2013,36,742,Indian River School District,Regular,Selbyville Middle School,PUBLIC,80 Bethany Rd.,--,Selbyville,DE,199750230,Sussex,06,08,Middle,0,0,0,0,1,0,0,"80 Bethany Rd.
Selbyville, DE 199750230
(38.463261, -75.20925)"
2015,73,572,Reach Academy for Girls,Charter,Reach Academy for Girls,PUBLIC,170 Lukens Drive,--,New Castle,DE,19720,New Castle,KG,08,Middle,0,0,1,1,1,0,0,"170 Lukens Drive
New Castle, DE 19720
(39.678893, -75.547238)"
2014,32,244,Red Clay Consolidated School District,Regular,Highlands Elementary School,PUBLIC,2100 Gilpin Avenue,--,Wilmington,DE,198062298,New Castle,KG,05,Elementary,0,0,1,1,0,0,0,"2100 Gilpin Avenue
Wilmington, DE 198062298
(39.762502, -75.56573)"
2015,97,976,Dept. of Svs. for Children Youth & Their Families,Service,Stevenson House Detention Center,SERVICE,750 North DuPont Blvd.,--,Milford,DE,19963,New Castle,04,12,High,0,0,0,1,1,1,0,"750 North DuPont Blvd.
Milford, DE 19963
(38.921493, -75.437707)"
2014,23,759,Seaford School District,Regular,Seaford Central Elementary School,PUBLIC,1 Delaware Place,--,Seaford,DE,199731434,Sussex,PK,05,Elementary,0,1,1,1,0,0,0,"1 Delaware Place
Seaford, DE 199731434
(38.650654, -75.616338)"
2015,32,274,Red Clay Consolidated School District,Regular,duPont (Alexis I.) Middle School,PUBLIC,3130 Kennett Pike,--,Greenville,DE,198073099,New Castle,06,08,Middle,0,0,0,0,1,0,0,"3130 Kennett Pike
Greenville, DE 198073099
(39.76665, -75.584205)"
2016,36,750,Indian River School District,Regular,Ennis (Howard T.) School,PUBLIC,20346 Ennis Road,--,Georgetown,DE,199479666,Sussex,PK,12,High,0,1,1,1,1,1,0,"20346 Ennis Road
Georgetown, DE 199479666
(38.693036, -75.409402)"
2014,32,274,Red Clay Consolidated School District,Regular,duPont (Alexis I.) Middle School,PUBLIC,3130 Kennett Pike,--,Greenville,DE,198073099,New Castle,06,08,Middle,0,0,0,0,1,0,0,"3130 Kennett Pike
Greenville, DE 198073099
(39.76665, -75.584205)"
2015,10,615,Caesar Rodney School District,Regular,Kent Elementary Intensive Learning Center,PUBLIC,5 Old North Road,--,Camden,DE,199341247,Kent,KG,05,Elementary,0,0,1,1,0,0,0,"5 Old North Road
Camden, DE 199341247
(39.11888, -75.55001)"
2013,13,636,Capital School District,Regular,Booker T. Washington Elementary School,PUBLIC,901 Forest Street,--,Dover,DE,199043497,Kent,PR,04,Elementary,1,1,1,1,0,0,0,"901 Forest Street
Dover, DE 199043497
(39.15901, -75.540385)"
2014,32,246,Red Clay Consolidated School District,Regular,Lewis (William C.) Dual Language Elementary School,PUBLIC,920 North Van Buren Street,--,Wilmington,DE,198064540,New Castle,KG,05,Elementary,0,0,1,1,0,0,0,"920 North Van Buren Street
Wilmington, DE 198064540
(39.749152, -75.558867)"
2015,31,510,Brandywine School District,Regular,Bush (Charles W.) Pre-School,PUBLIC,2523 Berwyn Road,--,Wilmington,DE,19810,New Castle,PK,KG,,0,1,1,0,0,0,0,"2523 Berwyn Road
Wilmington, DE 19810
(39.819379, -75.526453)"
